,Nom,Téléphone,Adresse,Ville,Département,Capacité,Type d'établissement,Capacité médecine,Capacité chirurgie,Capacité obstétrique,Capacité psychiatrie,Capacité moyen séjour,Capacité long séjour,Capacité hébergement,Capacité hospitalisation à domicile,Capacité service de soins infirmiers à domicile,Equipement : scanner,Equipement : irm,Equipement : radiologie numérisée,Equipement : radiologie vasculaire,Equipement : caméras à scintillon,Equipement : tep (tomographe)
548,Hôpital de jour adultes CMP Saint-Jean (CHINON),02 47 93 46 06," 17, rue Saint-Jean  37500 CHINON",CHINON,37, 30 places, Centre Hospitalier,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
549,Soins de Suite et de Réadaptation (SSR) Site de Puy Gibault (LOCHES),02 47 91 31 50, 10 rue Geneviève Chaumeny  37600 LOCHES,LOCHES,37, 30 places, Centre Hospitalier,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
550,Unité pour personnes âgées désorientées (UPAD)  (Sainte-Maure-de-Touraine),02 47 72 32 32, Rue des Merigotteries 90 avenue du Général de Gaulle 37800 Sainte-Maure-de-Touraine,Sainte-Maure-de-Touraine,37, 30 places, Hôpital local,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
551,CHU Grenoble Alpes - Site NORD  (La Tronche),04 76 76 75 75, boulevard de la chantourne CS 10217 38043 Grenoble CEDEX 9 38700 La Tronche,La Tronche,38, 1981 places, Hôpital dépendant d'un CHRU,889,490,86,42,229,165,80,82,0,4,4,9,4,4,1
552,Centre hospitalier Lucien Hussel (VIENNE),04 74 31 33 33, mont Salomon BP 127 38209 VIENNE,VIENNE,38, 647 places, Centre Hospitalier,274,70,30,0,83,0,190,30,0,1,1,4,0,0,0
553,GROUPE HOSPITALIER MUTUALISTE GHM (GRENOBLE),04 76 70 70 00," 8, rue Docteur Calmette CS10043 38028 GRENOBLE",GRENOBLE,38, 428 places, Etablissement de Soins Pluridisciplinaire,176,174,35,0,43,0,0,0,0,0,0,0,0,0,0
554,Centre Hospitalier Pierre Oudot  (BOURGOIN JALLIEU),04 69 15 70 00," 30 avenue du Médipôle 30 avenue du Médipôle, BP 40348 38302 BOURGOIN JALLIEU",BOURGOIN JALLIEU,38, 368 places, Centre Hospitalier,255,67,31,0,0,15,0,0,0,1,2,4,0,0,0
555,CHU Grenoble Alpes - Site de Voiron  (Voiron),04 76 76 75 75, 34 avenue Jacques Chirac 38500 Voiron 34 avenue Jacques Chirac 38500 Voiron,Voiron,38, 213 places, Hôpital dépendant d'un CHRU,135,54,24,0,0,0,0,0,0,1,1,2,0,0,0
556,Centre Hospitalier de Rives  (Rives-sur-Fure),04 76 35 71 71, rue de l'Hôpital BP 105 38147 Rives-sur-Fure,Rives-sur-Fure,38, 210 places, Centre Hospitalier,32,0,0,0,30,0,148,0,30,0,0,2,0,0,0
557,CENTRE HOSPITALIER  (ST MARCELLIN),04 76 64 90 90," 1, avenue Félix Faure BP 8 38161 ST MARCELLIN",ST MARCELLIN,38, 174 places, Centre Hospitalier,30,0,0,0,50,0,94,0,40,0,0,2,0,0,0
558,Centre Hospitalier de Proximité  (La Tour-du-Pin),04 74 83 27 27, boulevard Victor Hugo  38110 La Tour-du-Pin,La Tour-du-Pin,38, 168 places, Hôpital local,0,0,0,0,30,70,68,0,0,0,0,0,0,0,0
559,Centre Hospitalier - EHPAD (Saint-Géoire-en-Valdaine),04 76 32 75 00, Plampalais  38620 Saint-Géoire-en-Valdaine,Saint-Géoire-en-Valdaine,38, 151 places, Hôpital local,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
560,Centre hospitalier Yves TOURAINE (Pont-de-Beauvoisin),04 76 32 64 32, Le Thomassin  38480 Pont-de-Beauvoisin,Pont-de-Beauvoisin,38, 120 places, Centre Hospitalier,70,0,0,0,50,0,0,0,0,1,0,2,1,0,0
561,Clinique du Grésivaudan  (LA TRONCHE),04 38 38 08 20, 8 avenue des Maquis du Grésivaudan  38700 LA TRONCHE,LA TRONCHE,38, 106 places, Etablissement de Soins Pluridisciplinaire,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
562,Centre de Long Séjour DELPHINE NEYRET (BOURGOIN JALLIEU),04 69 15 76 10, 4  Place du 8 Mai 1945  38300 BOURGOIN JALLIEU,BOURGOIN JALLIEU,38, 103 places, Etablissement de Soins Longue Durée,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0
563,Centre Hospitalier Rhumatologique  (Saint-Martin-D'uriage),04 76 76 48 00, 1750 route d'Uriage BP 18 38410 Saint-Martin-D'uriage,Saint-Martin-D'uriage,38, 90 places, Centre Hospitalier,30,0,0,0,60,0,0,0,0,0,0,3,0,0,0
564,Centre Hospitalier  (La Mure),04 76 81 42 00," 62, rue des Alpes BP 56 38350 La Mure",La Mure,38, 85 places, Centre Hospitalier,35,0,0,0,20,30,0,0,0,1,0,2,0,0,0
565,Médecine Physique et Réadaptation (66 lits - 15 places hosp.jour) Site Michel Perret (TULLINS),04 76 07 30 30, 18 boulevard Michel Perret  38210 TULLINS,TULLINS,38, 81 places, Centre Hospitalier,0,0,0,0,66,0,15,0,0,0,0,0,0,0,0
566,"USLD ""LA MATINIERE"" (Saint Laurent du Pont)",04 76 06 26 80," 377, Chemin des Provenches  38380 Saint Laurent du Pont",Saint Laurent du Pont,38, 80 places, Etablissement de Soins Longue Durée,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
567,Centre de Long Séjour JEAN MOULIN (BOURGOIN JALLIEU),04 74 27 37 70, 10 rue Jean Moulin  38300 BOURGOIN JALLIEU,BOURGOIN JALLIEU,38, 65 places, Etablissement de Soins Longue Durée,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
568,CENTRE HOSPITALIER - Service médecine et SSR  (Saint Laurent du Pont),04 76 06 26 22, 280 chemin des Martins  38380 Saint Laurent du Pont,Saint Laurent du Pont,38, 45 places, Centre Hospitalier,20,0,0,0,25,0,0,0,0,0,0,2,0,0,0
569,USLD Site Michel Perret (TULLINS),04 76 07 30 30, 18 Bd Michel Perret  38210 TULLINS,TULLINS,38, 45 places, Etablissement de Soins Longue Durée,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
570,SSR SMR POLYVALENT  (BEAUREPAIRE),04 74 79 11 11, 41 avenue Louis Michel-Villaz 41 avenue Louis Michel-Villaz 38270 BEAUREPAIRE,BEAUREPAIRE,38, 35 places, Hôpital local,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
571,USLD  (Coublevie),04 76 67 15 15, chemin des dominicains  38500 Coublevie,Coublevie,38, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
572,Centre Hospitalier Intercommunal - SSR  (Morestel),04 74 80 02 44, 539 rue François Perrin BP 10 38510 Morestel,Morestel,38, 30 places, Hôpital local,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
573,"Hôpital de jour pour enfants et adolescents secteur 38I06, pédopsychiatrie (BOURGOIN JALLIEU)",04 74 28 17 25, 2 rue Diédérichs 2 rue Diéderichs 38300 BOURGOIN JALLIEU,BOURGOIN JALLIEU,38, 12 places, Centre Hospitalier,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
574,"Hôpital de jour pour enfants et adolescents secteur 38I06, pédopsychiatrie (LA TOUR DU PIN)",04 74 97 64 72, 393 Rue de la Paix - Les Hauts de Saint-Roch 393 Rue de la Paix - Les Hauts de Saint-Roch 38110 LA TOUR DU PIN,LA TOUR DU PIN,38, 12 places, Centre Hospitalier,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
575,CENTRE MEDICAL ROCHEPLANE  (SAINT-MARTIN-D'HERES),04 57 42 42 42, 6 rue Massenet  38400 SAINT-MARTIN-D'HERES,SAINT-MARTIN-D'HERES,38, 0 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,CHU Grenoble Alpes - Site SUD  (Echirolles),04 76 76 75 75, Avenue de Kimberley 38130 Echirolles CS 90338 38434 Echirolles,Echirolles,38, 0 places, Hôpital dépendant d'un CHRU,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
577,Centre Hospitalier Jura Sud Site de Lons-le-Saunier (Lons-le-Saunier),03 84 35 60 00, 55 rue du Dr Jean Michel CS 50364 39016 Lons-le-Saunier,Lons-le-Saunier,39, 551 places, Centre Hospitalier,226,92,55,0,60,81,37,0,0,2,2,2,0,1,0
578,Centre hospitalier Louis Pasteur (Dole),03 84 79 80 80, avenue Léon Jouhaux CS 20079 39108 Dole,Dole,39, 486 places, Centre Hospitalier,184,86,35,4,117,60,0,0,0,1,1,2,0,0,0
579,Centre hospitalier Louis Jaillon (Saint-Claude),03 84 41 33 33, 2 montée de l'hôpital CS 20153 39206 Saint-Claude,Saint-Claude,39, 184 places, Centre Hospitalier,46,0,0,0,12,30,96,0,0,1,0,2,0,0,0
580,Centre Hospitalier Jura Sud Site de Champagnole (Champagnole),03 84 53 02 02, 1 rue de Franche-Comté BP 110 39302 Champagnole,Champagnole,39, 150 places, Centre Hospitalier,0,0,0,0,60,0,90,0,0,0,0,1,0,0,0
581,MPR  (Salins les Bains),03 84 73 66 00, rue des barres BP101 39110 Salins les Bains,Salins les Bains,39, 113 places, Centre Hospitalier,0,0,0,0,0,0,113,0,0,0,0,1,0,0,0
582,CENTRE DE RÉADAPTATION CARDIOLOGIQUE ET PNEUMOLOGIQUE DE FRANCHE-COMTE  (Pont d'Héry),03 84 53 16 16, La Grange-sur-le-Mont BP 104 39110 Pont d'Héry,Pont d'Héry,39, 96 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,96,0,0,0,79,0,0,0,0,0,0
583,Centre hospitalier  (Morez),03 84 34 24 34, Les Essarts BP 50085 39403 Morez,Morez,39, 94 places, Centre Hospitalier,10,0,0,0,20,0,64,0,0,0,0,1,0,0,0
584,SSR  (Arbois),03 84 66 44 00, 23 rue de l'Hôpital BP 66 39602 Arbois,Arbois,39, 45 places, Centre Hospitalier,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
585,LONG SEJOUR  (Dole),03 84 79 80 74, Avenue Léon Jouhaux  39108 DOLE Avenue Léon Jouhaux BP79 39108 Dole,Dole,39, 28 places, Etablissement de Soins Longue Durée,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
586,Site Vincent de Paul  (Dax),05 58 91 48 48, Boulevard Yves du Manoir BP 323 40107 Dax,Dax,40, 423 places, Centre Hospitalier,236,106,21,60,0,0,0,0,0,2,1,3,0,0,0
587,Site du Lanot  (Dax),05 58 91 49 54, Route des roches  40107 Dax,Dax,40, 422 places, Centre Hospitalier,0,0,0,2,65,100,255,0,0,0,0,0,0,0,0
588,Site de Layné  (Mont-de-Marsan),05 58 05 10 10, avenue Pierre de Coubertin  40024 Mont-de-Marsan,Mont-de-Marsan,40, 383 places, Centre Hospitalier,261,102,20,0,0,0,0,0,0,2,2,6,1,2,0
589,Site de Sainte Anne  (Mont-de-Marsan),05 58 05 10 10, 782  Av De Noneres  40024 Mont-de-Marsan,Mont-de-Marsan,40, 344 places, Centre Hospitalier,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0
590,Site de Nouvielle  (Bretagne-de-Marsan),05 58 05 10 10, Route De Grenade  40280 Bretagne-de-Marsan,Bretagne-de-Marsan,40, 205 places, Centre Hospitalier,50,0,0,0,75,80,0,0,0,0,0,1,0,0,0
591,Etablissement de santé INSTITUT HELIO MARIN DE LABENNE (LABENNE),05 59 45 45 86," 315, route OCEANE  40530 LABENNE",LABENNE,40, 192 places, Etablissement de Convalescence et de Repos,1,0,0,0,30,120,41,0,0,0,0,0,0,0,0
592,Pôle Gériatrique du Pays des Sources  (Morcenx),05 58 04 18 04, 260 chemin de Nazères BP 10013 40110 Morcenx,Morcenx,40, 174 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,144,0,35,0,0,0,0,0,0
593,Centre hospitalier  (Saint-Sever),05 58 76 45 45," 3, rue de la Guillerie  40500 Saint-Sever",Saint-Sever,40, 85 places, Centre Hospitalier,15,0,0,0,30,40,0,0,0,0,0,0,0,0,0
594,Site saint eutrope  (Dax),Pas de numéro, rue Labadie  40107 Dax,Dax,40, 60 places, Centre Hospitalier,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
595,CENTRE HOSPITALIER  (SAINT-SEVER),05 58 76 45 45," 3, Rue de la Guillerie  40500 SAINT-SEVER",SAINT-SEVER,40, 32 places, Etablissement de Soins Longue Durée,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
596,Centre Hospitalier de Blois  (BLOIS),02 54 55 66 33, Mail Pierre Charlot  41016 BLOIS,BLOIS,41, 1390 places, Centre Hospitalier,309,104,29,114,129,0,705,0,0,2,1,4,0,0,0
597,"Centre Hospitalier MCO, psychiatrie, SSR (Romorantin-Lanthenay)",02 54 88 33 00, 96 rue des Capucins BP 148 41206 Romorantin-Lanthenay,Romorantin-Lanthenay,41, 314 places, Centre Hospitalier,72,39,15,158,30,0,0,0,0,1,1,2,0,0,0
598,centre hospitalier  (montrichard),02 54 75 70 00, 14 rue des bois BP 30049 41406 montrichard,montrichard,41, 152 places, Hôpital local,0,0,0,0,15,0,137,0,0,0,0,0,0,0,0
599,Centre hospitalier  (Saint-Aignan),02 54 71 20 00, BP 82 - 1301 rue de la Forêt  41110 Saint-Aignan,Saint-Aignan,41, 151 places, Hôpital local,25,0,0,0,30,0,96,0,0,0,0,1,0,0,0
600,Centre hospitalier  (Vendôme),02 54 23 33 33," 98, rue Poterie BP 30108 41106 Vendôme",Vendôme,41, 150 places, Centre Hospitalier,150,0,0,0,0,0,0,0,0,1,1,2,0,0,0
601,CENTRE HOSPITALIER  (Selles-sur-Cher),02 54 97 42 35, place de la Paix BP 1 41130 Selles-sur-Cher,Selles-sur-Cher,41, 99 places, Hôpital local,0,0,0,0,27,0,72,0,37,0,0,0,0,0,0
602,Etablissement de SSR de La Ménaudière Groupe MGEN (Montrichard),02 54 71 18 00, Chissay-en-Touraine BP30009 41401 Montrichard,Montrichard,41, 99 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
603,L'HOSPITALET  (MONTOIRE SUR LE LOIR),Pas de numéro, 33 rue Pasteur  41800 MONTOIRE SUR LE LOIR,MONTOIRE SUR LE LOIR,41, 80 places, Etablissement Réadaptation Fonctionnelle,0,0,0,0,15,0,65,0,0,0,0,0,0,0,0
604,USLD Unités de soins de longue durée (Romorantin-Lanthenay),02 54 88 33 00, 96 rue des Capucins BP 148 41206 Romorantin-Lanthenay,Romorantin-Lanthenay,41, 60 places, Etablissement de Soins Longue Durée,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
605,Service de psychiatrie  (Vendôme),02 54 23 33 33, 149  bd Roosevelt  41100 Vendôme,Vendôme,41, 40 places, Centre Hospitalier,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
606,Psychiatrie : hôpital de jour Les Iris (Vendôme),02 54 23 33 33, 21  rue Saint Denis  41100 Vendôme,Vendôme,41, 20 places, Centre Hospitalier,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
607,CHU de Saint-Étienne Hôpital Nord (Saint Etienne),04 77 82 80 00, -  42055 Saint Etienne,Saint Etienne,42, 1276 places, Hôpital dépendant d'un CHRU,621,320,97,238,0,0,0,0,0,3,3,9,4,3,1
608,Centre hospitalier de Roanne (Roanne),04 77 44 30 00," 28, rue de Charlieu CS 80 511 42328 Roanne",Roanne,42, 519 places, Centre Hospitalier,290,81,39,109,0,0,0,50,78,1,1,4,0,0,0
609,Centre hospitalier  (Firminy),04 77 40 41 42, 2 Rue Robert Ploton BP 130 42704 Firminy,Firminy,42, 451 places, Centre Hospitalier,144,56,28,0,73,150,0,0,0,1,0,3,0,0,0
610,CHU de Saint-Étienne Hôpital Bellevue (Saint-Etienne),04 77 82 80 00, -  42055 Saint-Etienne,Saint-Etienne,42, 389 places, Hôpital dépendant d'un CHRU,48,0,0,192,71,78,0,0,0,0,0,1,0,0,0
611,Centre Hospitalier du Forez - Site de Feurs  (Feurs),04 77 27 54 54," 26, rue Camille Pariat BP 122 42110 Feurs",Feurs,42, 292 places, Centre Hospitalier,58,0,0,10,68,0,156,0,0,1,1,2,0,0,0
612,Centre Hospitalier Georges Claudinon (Le Chambon-Feugerolles),04 77 40 11 11, Rue Paul Langevin BP 59 42501 Le Chambon-Feugerolles,Le Chambon-Feugerolles,42, 263 places, Centre Hospitalier,0,0,0,0,89,174,0,0,0,0,0,1,0,0,0
613,CHU de Saint-Étienne Hôpital la Charite (Saint-Etienne),04 77 82 80 00, -  42055 Saint-Etienne,Saint-Etienne,42, 254 places, Hôpital dépendant d'un CHRU,43,0,0,41,88,82,0,0,0,0,0,1,0,0,0
614,Centre Hospitalier du Forez - Site de Montbrison  (Montbrison),04 77 96 78 00, Avenue des Monts du Soir BP 219 42605 Montbrison,Montbrison,42, 214 places, Centre Hospitalier,96,50,15,53,0,0,0,0,52,1,1,2,0,0,0
615,Centre hospitalier HOPITAL DU GIER (Saint-Chamond),04 77 31 19 19," 19, rue Victor Hugo BP 168 42403 Saint-Chamond",Saint-Chamond,42, 205 places, Centre Hospitalier,140,41,24,0,0,0,0,0,0,1,0,3,0,0,0
616,USLD  (ROANNE),04 77 44 31 44, SITE DE BONVERT Route de Bonvert 42300 ROANNE,ROANNE,42, 198 places, Etablissement de Soins Longue Durée,0,0,0,0,108,90,0,0,0,0,0,0,0,0,0
617,CENTRE HOSPITALIER  (Boen-sur-Lignon),04 77 97 75 25, ZAC DE CHAMPBAYARD  42130 Boen-sur-Lignon,Boen-sur-Lignon,42, 155 places, Hôpital local,0,0,0,0,15,0,140,0,59,0,0,0,0,0,0
618,CENTRE HOSPITALIER  (Saint-Bonnet-le-Chateau),04 77 50 55 00," 5, place Lagnier  42380 Saint-Bonnet-le-Chateau",Saint-Bonnet-le-Chateau,42, 130 places, Hôpital local,0,0,0,0,22,30,78,0,0,0,0,0,0,0,0
619,CENTRE HOSPITALIER  (Charlieu),04 77 23 84 00, 202 rue des Ursulines  42190 Charlieu,Charlieu,42, 120 places, Hôpital local,0,0,0,0,35,0,85,0,49,0,0,0,0,0,0
620,Institut de Cancérologie Lucien Neuwirth  (Saint-Priest-en-Jarez),04 77 91 70 00," 108 bis, avenue Albert Raimond  42270 Saint-Priest-en-Jarez",Saint-Priest-en-Jarez,42, 95 places, Groupement de coopération sanitaire - Etablissement de santé,95,0,0,0,0,0,0,0,0,1,0,2,0,0,0
621,CENTRE HOSPITALIER Fernand Merlin (SAINT JUST LA PENDUE),04 77 63 20 41," 63, avenue de Bellevue 63 AVENUE BELLEVUE 42540 SAINT JUST LA PENDUE",SAINT JUST LA PENDUE,42, 94 places, Hôpital local,0,0,0,0,12,0,82,0,0,0,0,0,0,0,0
622,Hôpital Marrel (Rive-de-Gier),04 77 75 25 42, 42  Rue Leon Marrel  42800 Rive-de-Gier,Rive-de-Gier,42, 75 places, Centre Hospitalier,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
623,Hôpital  (PELUSSIN),04 74 87 50 00," 1, place Abbé Vincent  42410 PELUSSIN",PELUSSIN,42, 36 places, Hôpital local,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0
624,Hôpital  (SAINT PIERRE DE BOEUF),04 74 87 90 00," 2, route de la Dame  42520 SAINT PIERRE DE BOEUF",SAINT PIERRE DE BOEUF,42, 30 places, Centre Hospitalier,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
625,Centre hospitalier Emile Roux (Le Puy-en-Velay),04 71 04 32 10," 12, bd du Docteur Chantemesse - BP 20352  43012 Le Puy-en-Velay",Le Puy-en-Velay,43, 561 places, Centre Hospitalier,252,127,25,0,57,55,45,0,0,2,2,3,0,0,0
626,Centre Hospitalier  (Yssingeaux),04 71 65 77 00," B.P. 57 20, avenue de la Marne 43202 Yssingeaux",Yssingeaux,43, 216 places, Centre Hospitalier,15,0,0,0,30,30,141,0,44,0,0,0,0,0,0
627,Centre hospitalier  (Brioude),04 71 50 99 99, 2 rue Michel de l'hospital BP 140 43100 Brioude,Brioude,43, 174 places, Centre Hospitalier,54,40,0,0,40,20,20,0,0,1,0,2,0,0,0
628,Hôpital de proximité  (Craponne-sur-Arzon),04 71 01 10 11, 16 Rue de la Ratille  43500 Craponne-sur-Arzon,Craponne-sur-Arzon,43, 153 places, Centre Hospitalier,21,0,0,0,0,0,132,0,0,0,0,0,0,0,0
629,Centre Hospitalier Pierre Gallice (Langeac),04 71 74 59 00, rue du 19 mars 1962 BP 32 43300 Langeac,Langeac,43, 65 places, Centre Hospitalier,25,0,0,0,0,40,0,0,0,0,0,0,0,0,0
630,centre hospitalier universitaire hôpital Saint-Jacques (Nantes),02 40 08 33 33, 85  rue Saint Jacques  44093 Nantes,Nantes,44, 970 places, Hôpital dépendant d'un CHRU,0,0,0,560,262,148,0,0,0,0,0,2,0,0,0
631,Centre hospitalier général de Saint-Nazaire  (Saint-Nazaire),02 72 27 80 00, 11 Boulevard Georges Charpak BP 414 44606 Saint-Nazaire,Saint-Nazaire,44, 910 places, Centre Hospitalier,364,64,50,167,36,75,154,35,0,3,2,6,2,0,0
632,Centre hospitalier universitaire Hôtel-Dieu (Nantes),02 40 08 33 33, Place Alexis Ricordeau  44093 Nantes,Nantes,44, 848 places, Hôpital dépendant d'un CHRU,457,391,0,0,0,0,0,0,0,4,3,12,1,3,0
633,Centre Hospitalier Universitaire G. R. Laennec (Saint-Herblain),02 40 08 33 33, Bd Jacques Monod  44800 Saint-Herblain,Saint-Herblain,44, 477 places, Hôpital dépendant d'un CHRU,284,193,0,0,0,0,0,0,0,1,2,2,4,3,2
634,Hôpital  (Guérande),02 40 62 65 40, avenue Pierre de la Bouexière BP 25419 44353 Guérande,Guérande,44, 447 places, Hôpital local,59,0,0,0,80,42,266,0,157,0,0,0,0,0,0
635,CENTRE HOSPITALIER CHATEAUBRIANT NOZAY POUANCE Site Châteaubriant - Siège social (Chateaubriant),02 40 55 88 88, Rue de Verdun BP 229 44146 Chateaubriant,Chateaubriant,44, 394 places, Centre Hospitalier,101,0,15,0,76,30,172,0,0,1,1,2,0,0,0
636,Centre Hospitalier Sèvre et Loire Site hospitalier de Vertou (Vertou),02 40 80 80 00, 1 Allée Alphonse Fillion BP 2222 44122 Vertou,Vertou,44, 242 places, Hôpital local,30,0,0,0,30,27,155,0,0,0,0,0,0,0,0
637,"Centre hospitalier de Savenay SSR, USLD, EHPAD et SSIAD (Savenay)",02 40 57 50 00," 13, rue de l'hopital  44260 Savenay",Savenay,44, 206 places, Hôpital local,0,0,0,0,39,39,128,0,25,0,0,0,0,0,0
638,Centre Hospitalier Sèvre et Loire Site hospitalier du Loroux Bottereau (Le Loroux-Bottereau),02 40 80 80 00, 51 rue de la Loire  44430 Le Loroux-Bottereau,Le Loroux-Bottereau,44, 194 places, Hôpital local,0,0,0,0,59,28,107,0,0,0,0,0,0,0,0
639,USLD PIRMIL Hôpital St JACQUES - CHU NANTES  (NANTES),02 40 08 33 33, 85 rue St Jacques Hôpital St Jacques 44200 NANTES 5 allée de l'Ile Gloriette 44093 NANTES,NANTES,44, 160 places, Etablissement de Soins Longue Durée,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0
640,Centre Hospitalier Loire Vendée Océan - Site de Machecoul (MACHECOUL),02 40 78 44 00, boulevard des régents  44270 MACHECOUL,MACHECOUL,44, 152 places, Centre Hospitalier,25,0,0,0,127,0,0,0,0,0,0,1,0,0,0
641,Centre hospitalier Erdre et Loire  (ANCENIS),Pas de numéro, 160 rue du Verger BP 60229 44156 ANCENIS,ANCENIS,44, 150 places, Centre Hospitalier,68,12,15,0,25,30,0,0,0,1,0,2,0,0,0
642,CENTRE HOSPITALIER CHATEAUBRIANT NOZAY POUANCE Site de Nozay (Nozay),02 40 79 70 00, 1 route de Nort sur Erdre  44170 Nozay,Nozay,44, 135 places, Centre Hospitalier,0,0,0,0,30,0,105,0,0,0,0,0,0,0,0
643,Hôpital Pierre Delaroche (Clisson),02 40 80 19 19," 5, rue Pasteur  44190 Clisson",Clisson,44, 120 places, Hôpital local,0,0,0,0,40,30,50,0,0,0,0,0,0,0,0
644,EHPAD - Usld Beauséjour - CHU NANTES  (NANTES),02 40 08 33 33, 12  rue de la Patouillerie 44000 NANTES 5 allée de l'Ile Gloriette 44093 NANTES,NANTES,44, 120 places, Etablissement de Soins Longue Durée,0,0,0,0,12,10,98,0,0,0,0,0,0,0,0
645,Centre hospitalier de Maubreuil (SAINT HERBLAIN),02 40 68 27 27," 31, boulevard Salvador Allende C.S 40401 44819 SAINT HERBLAIN",SAINT HERBLAIN,44, 100 places, Centre Hospitalier,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
646,Centre hospitalier universitaire Bellier (Nantes),02 40 68 66 60," 41, rue Pierre et Marie Curie  44093 Nantes",Nantes,44, 100 places, Hôpital dépendant d'un CHRU,36,0,0,0,64,0,0,0,0,0,0,1,0,0,0
647,Centre Hospitalier Loire Vendée Océan - Site de Machecoul - Résidence Arc en ciel (MACHECOUL),02 40 78 41 80, boulevard de Gondy  44270 MACHECOUL,MACHECOUL,44, 75 places, Etablissement de Soins Longue Durée,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
648,CENTRE DE SOINS DE SUITE Beaumanoir (NANTES),02 51 89 14 20, 1 place Beaumanoir  44100 NANTES,NANTES,44, 60 places, Etablissement de Convalescence et de Repos,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
649,MEDECINE-SSR - Site de la Chaussée - Pornic  (PORNIC),02 51 74 78 78, La Chaussée B.P. 1309 44213 PORNIC,PORNIC,44, 60 places, Hôpital local,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0
650,Hôpital Bel Air  (CORCOUE SUR LOGNE),02 51 11 65 00, 23 Bel Air  44650 CORCOUE SUR LOGNE,CORCOUE SUR LOGNE,44, 40 places, Hôpital local,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
651,Hôpital Bel Air  (CORCOUE SUR LOGNE),02 51 11 65 00, 23 Bel Air  44650 CORCOUE SUR LOGNE,CORCOUE SUR LOGNE,44, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
652,"USLD - Site de Pornic centre - "" L'Ancre de Jade "" (PORNIC)",02 40 64 01 42, 22 rue Maréchal FOCH - L'Ancre de Jade BP 1309 44213 PORNIC,PORNIC,44, 28 places, Etablissement de Soins Longue Durée,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
653,SSR - Site de Paimboeuf -  (PAIMBOEUF),02 28 53 28 22, 2 RUE CONSTANT RIOU  44560 PAIMBOEUF,PAIMBOEUF,44, 22 places, Hôpital local,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
654,Psychiatrie Adulte Sectorisé Psychiatrie 3 (Nantes),02 40 37 56 55, 19 rue du général Margueritte  44000 Nantes,Nantes,44, 0 places, Hôpital dépendant d'un CHRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,SSR  (SAINT SEBASTIEN SUR LOIRE),02 51 17 17 17, PLACE DES LUCINES  44230 SAINT SEBASTIEN SUR LOIRE,SAINT SEBASTIEN SUR LOIRE,44, 0 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,EHPAD - Les Tulipiers  (Saint-Nazaire),02 40 90 53 71, 57 rue Michel-Ange  44600 Saint-Nazaire,Saint-Nazaire,44, 0 places, Centre Hospitalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
